asset,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-06,2025-10-07,2025-10-08,2025-10-09,2025-10-10,2025-10-13,2025-10-14,2025-10-15,2025-10-16,2025-10-17,2025-10-20,2025-10-21,2025-10-22,2025-10-23,2025-10-24,2025-10-27,2025-10-28,2025-10-29,2025-10-30,2025-10-31,2025-11-03,2025-11-04,2025-11-05,2025-11-06,2025-11-07,2025-11-10,2025-11-11,2025-11-12,2025-11-13,2025-11-14,2025-11-17,2025-11-18,2025-11-19,2025-11-20,2025-11-21,2025-11-24,2025-11-25,2025-11-26,2025-11-27,2025-11-28
desk 102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0,0,29,0,1.67,96.24,81.84,0,7.5,0,0.5,1,0,0,64.67,0,0,0,0,80.34,0,77,0,0,80.17,0.58,80,0,94.23,96.39,99.29,35.67,0,0,0,0,58.5,80.67,79,13.67,0,76.84,0,29.34,76,76.17,0,1.5
Desk 59,79.16,0,13.33,0,0,0,48,0,80,0,58.66,0,0.67,0,0,82.5,0,46.83,78.33,0,0,81.33,0,49.83,0,0,60,8.17,0.5,0,3.86,0,77.5,79.67,0,71.33,12.83,0,77.17,0.33,0,64.59,81.17,0,0,0,36.67,55.17,0.33,25.67,0,1.83,81.16,80.33,79.83,0,78.5,54.67,0,0,0,11.5,2.67,0,0
DEsk 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,18.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 66,47.84,49,100,54.61,0,76.17,23.84,56.67,53.73,75.67,0,84.84,85.86,84.68,36.5,0.33,92.99,86.48,44.67,73,60.34,67.84,68.08,83.41,82.5,0,5.67,83.36,82.52,72.01,57.67,37.33,49.17,81.96,76.17,83.67,92.08,78.33,73.34,68.84,0,62.34,75.34,81.84,79.34,0,65.13,91.79,81.61,73.17,89.34,0,89.51,84.23,45.67,79.51,80.84,97.01,79.17,0,91.63,92.12,91.78,65.34,0
DEsk 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33,0,0,0,0,0,0,0,82.97,8,0,11.65,58.48,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,1.33,45.5,58.57,91.74,0,0,0,49.26,45.33,76,0,14.67,0,0,0,0,0,0,0
Desk 51,65.16,0,0,0,47,47.5,37.83,39.83,6.67,26.17,28,46.66,24.67,0,72,39.5,0,72.33,79.5,41.67,90.76,52.5,0,0,0,0,84.33,83.5,0,63.33,0,58.33,62.33,0,0,68.83,0,79.83,0,0,27.15,67.5,48.17,44.67,0,0,83.5,60.67,47.5,92.65,0,74.83,72.17,79.67,0,0,0,0,0,0,44.5,78,0,82.5,0
Desk 15,5,0.83,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.83,0,0,0,0,14.67,0,81.5,0,0,0,0,0,0,0
desk 81,75.83,0,0,68.33,0,53.83,0,0,60.5,0,86.16,49,21.83,0,0,64.33,0,85,11,0,66.83,0,0,82.83,0,0,56.33,73.33,0,10.67,0,48.83,73.67,0.67,0,0,84.33,0,70.5,0,0,68.17,0,83.17,0,0,79.17,0,0,60.5,0,78.83,0,56.67,0,0,83.16,78.33,78.33,0,72.5,0.66,53.5,0,0
Desk 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,29.33,0,0,0,0,0,0,0,0,3.17,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0.33,1.5,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
Desk 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.34,46.67,85.27,9.17,0,0.33,0,0,82.51,0,0,58.34,68,0,0,1.67,0,43.5,0,0,0,1.33,0,23,0,1.83,2.17,0.67,80.5,0,0,0.83,0,0.83,0,0,68.51,0,66.17,0,0,0.33,72.34,71.84,0,49.5,0,77.5,5.5,0
desk 146,39.83,0,34.17,0,0,0,42.34,0,0,0,61.44,44.44,47.95,0,55.3,0,0,46,17.3,0,0,0,19.87,0,0,38,78.1,82.01,51.5,84.17,82.67,42.67,81.67,58.84,63.87,81.84,70.84,0,45.77,0,58.34,47.34,94.33,96.84,54,72,69.17,60.51,78.42,86.84,81.17,71.13,66.17,4.48,53.34,42.34,60.84,47.67,0,49.17,66.17,48.61,51.79,36.34,65.17
desk 141,79.5,0,95.44,85.67,0,80.67,79.67,79.51,0,0,0,0,0,21.84,0,0,92.17,16.67,0,78.84,41.33,83.51,84.5,85.01,94.5,82.67,90.34,0,0,78.34,80.67,52,86.17,0.33,0,0,78.67,59.66,0,0,0,0,83.34,0.33,0,80.31,80.17,60.17,0,0,0,0,79.67,78.34,0,0,0.5,0,75.17,75.67,79.67,7.17,0,77.01,72.67
desk 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.33,75.66,81.17,81.5,62.83,17.17,51.17,85.5,38,73,74.67,82.16,84.33,73.16,85.83,80.5,0,83.67,84.67,71.83,81.33,85.5,89.49,80,77,85.83,87,86.5,48.5,79.5,80.16,84.83,0,83.67,73.17,81.67,82.16,82.33,79.83,77.83,83.16,85,87.67,89.67,73,87.54,0,79.17,0,73.67
desk 158,64.92,42,0,58.39,68,0,0,0,49.5,59.34,0,75.83,0,0,49.67,80,0,0,0,81.51,73.67,76,79.84,43,89.5,0,0,0,0,0,0,0,0,6.33,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0.5
2.krs Desk 4,0,0,54.66,0,0,78.84,0,57.17,0,0,84.84,0,0,78.67,0,78.67,0,0,0,0,68.34,0,79.34,0,0,0,0,0,78.83,0,0,0,78.33,78.5,0,0,0,83.01,81,0,80.84,0,0,8.5,0,81.17,0,0,78.84,0,0,0,80.84,0,0,0,0,0,0,0,59,0,83.84,0,0
desk 113,80.46,62.67,58.66,0,0,0,0,59.5,58.84,0,60.17,65.34,65.67,72.67,0,28.67,71.84,72.67,76.17,0,69.34,72.84,70.01,62.34,0,78.26,81.75,65.84,69,0,0,44.33,68.34,70.67,0,0.67,68.67,72.84,65.84,0,0,60.5,66.84,69.84,0,75.5,69.17,44.83,74,0,79,69.17,78.17,77.67,0.33,0,70.17,59.5,0.5,0,0,63.34,45.17,0,0
desk 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33,77,0,78.17,79.83,81.67,91.36,81.5,85.2,0,85.88,85.72,66.5,56.16,85.66,62.5,69,0,0,73.33,88.95,81.5,56.83,79,0,81.5,81.67,82,0,0,0,0,0,79.83,57.33,79.83,71.83,58,0,0,0,83.33,78.83,51,0,79.33,71.22,82,0,0
Desk 60,63,53.33,22.83,28.33,0,0,0,0,0,0,0,0,0,0,0,0,70.67,0,0,0,0,0,0,29.83,0,0,0.83,0.33,45.83,0,81.15,0,55.33,68.49,0,0,69.51,69.51,66.34,50.18,66,67.36,82.03,0,0,0,80.83,79.21,60.21,68.33,0,52.06,50.83,60.5,0,0,0,0,0,0,0,66.76,67.93,10.77,38.17
DEsk 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,82.17,80.5,0,0,78.83,81.33,80.17,0,0,79.83,83.16,83.66,0,0,79.49,79,78.17,0,0,85.5,83.83,84.83,0,0,82.84,0,0,0,0,82,87.33,0,92.5,0,83.17,83.83,0,84,0,0,78.5,78.67,78.83,0,78.5,82.67,82.67,0,0
Desk 68,83.66,58.16,0,23.83,0,78.17,35.5,0,0.33,0,0,0,63.33,23.12,45.83,37,80.16,16,0,0,79.33,60.5,0,10.5,0,58.83,64.67,0,59,0,33.83,83.83,0,45.5,0,58.16,92.04,10.66,73.66,0,0,72.5,76.5,82.29,0,44.67,0,0,59,0,65,90.33,0,49.16,0,85.83,45.16,0,0,12.83,0,0,0,0,0.33
DEsk 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,79.67,0,0,69.66,0,0,0,0,0,0,0,51,41.5,0,0,0,0,0,80.71,74.34,29,57.17,0,76.5,0.33,76.26,0,0,73.83,0,0,0,0,43.66,67.5,30.84,71.5,28.33,0,0
Desk 50,79.51,77,0,72,0,80.48,0,79.81,0,0,80.46,77.66,0,68,49.45,1,77.83,81.43,79.59,79.16,77,81.25,79,0,40.63,0,78.78,70.83,74.94,62.5,81.59,64.83,74.83,78.33,81.58,78.57,77.33,62.4,52.33,62.89,78.17,71.33,78.04,43.17,0,0,57.33,54.67,0,84.32,0,0,95.84,40.83,1,94.99,89.17,79.33,63.33,40.64,69.17,76.67,86.79,53.46,63.67
Desk 16,0,50.53,88,75.35,40.67,3.83,82.81,85.36,65,0,0.67,0,0,0,0,0,0,0,0,0,0.33,16,0,0,0,0,40.34,0,0,0,0,0,0,0,0,0,0,5.67,4.83,0,71.13,57.54,85.39,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,88.01,0,0,67,0,0,17,0
Desk 84.1,50.37,90.17,86.53,87.34,68.67,88.5,48.15,92.15,0,0,69.78,91.6,92.43,89.76,85.09,0,91.99,92.82,11.17,0,91.51,0,89.61,79.17,0,92.5,87,0,0,0,0,0,0,0,0,0,55.34,3.83,52.17,34.83,31.33,0,74.67,54.67,72.91,64.84,58.38,92.54,0,0,71,0,0,0,0,67.17,82.79,82.94,61.34,79.34,84.67,83.74,0,39.5,0
Desk 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.38,66.34,0,0,0,0,0,0,0,0,76.58,76.24,0,0,0,0,0,0,0,0,77.67,77.28,0,0,0,0,0,0,0,0,76.64,77.31,0,0,0,0.34,0,0,0,0,0,0,0
Desk 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.31,0,71.17,15.45,39.84,43.58,70.07,74.73,34.89,37.67,53.69,42,14.17,1.17,62.34,71.13,0.61,4.67,64.1,29.33,59.06,68.72,64.71,71.17,34,0,70.66,16.17,52.17,64.84,75.28,0,46.76,53.58,63.34,47.71,38,26.19,35.35,61.5,0,70.48,68,54.79,0,0,70,49.34,0,73
desk 148,0,75.67,67.83,83.66,65.17,23.17,71.17,76,67.17,59.83,74.5,37.33,55,75.54,73.33,74.17,71,71.83,11.17,58.17,38.17,78.17,73.15,73,53.67,56,76.66,67.17,74.67,67,0,0,0,81,66.33,61.74,78.5,55.83,73,77.5,68.17,61.5,59,82,70.33,66,78.17,39.67,63.83,70.67,62.83,73,80.17,79.67,65.33,67.83,71.33,76.67,74.17,73.33,64,67,77.66,68.17,33.67
desk 132,80.96,79.5,80.11,0,0,75.41,82,73.67,0,0,56,52.67,80.84,68.5,65.34,0,0,0,0,78.34,67.5,18.83,57.17,0.33,0,72.17,77.01,75.5,63.84,58.5,74,72.34,68.67,76.5,0,0,0,0,0,0,0,75.17,71.84,50.33,65.17,0,70.17,76.5,77.84,59.01,73.17,75.17,71.5,78.67,55.67,57.84,78.17,78.67,0,78.84,0,6.33,0,0,0.83
desk 154,49.5,0,80.34,75.08,69,0,85.7,57.84,48.52,66.17,0,39.83,84.31,63,75.51,1,77.67,0,0,72.5,50.42,79.59,72.51,42.67,67,0,0,29.67,80.17,67.83,0,0,50.34,53,0,0,0,0,77.17,73.5,0,0,80.5,80.51,76,51.34,0,0,76.46,70.34,0,0.33,80.01,78.5,0,0,85.7,39.69,72.5,0,0,0,0,0,0
2.krs Desk 9,0,0,85.58,85.09,0,0,76.29,0,85.81,0,0,76.34,83.01,84.35,0,0,87.05,0,83.4,0,0,75.77,0,82.78,0,85.81,84.48,92.65,0,0,88.69,80.86,85.2,0,0,0,75.91,0,0,84.43,90.94,76.28,0,0,0,0,75.83,0,0,81.02,0,76.5,0,79.39,84.9,0,76.09,0,82.1,0,0,76.17,0,84.81,0
desk 119,84.83,21.33,49.67,0,66,41.5,0,40.5,0,26.83,48.67,55.34,0,39,0,31.33,0,45.5,0,0,0,0,86.17,34.33,0,83.17,56.67,73,31.33,0,0,18.33,42.33,76,61.46,40.17,86,0,91.98,0,65.82,45.83,76,0,32.67,61.67,62.67,86,81.5,0,0,0,0,0,2.17,59,57,23.54,0,22.33,0,0,0,0,0
desk 114 ,88,69.67,86.4,51.34,0,0,37.5,88.01,45.33,0,79.5,79.84,84.84,80.51,0,85.17,81.01,35,19.83,0,79.5,46.51,56.84,53.34,0,29.67,83.34,76.83,66.5,0,77.84,65.5,70.34,0,0,75.17,73.84,78.17,0,0,69.84,80,47.17,0,0,42.51,66.02,0,81,0,79.01,76.5,0,70,0,0,73,80.5,56,0,35.5,72.82,75.67,0,0
desk 105,0,0,0,0,0,0,89.16,0,76.17,0,0,79.17,87.87,80.17,0,80.5,49,0,78.17,0,81.83,91.25,0,0,0,0,78.78,93.72,79.66,95.37,43,73.31,0,0,0,2.67,60.83,83.17,0,0,82.17,53.66,81.83,56.72,0,0,0,0,79.5,66.58,80.83,81.5,78.33,0,50,0,84.17,78.83,82.67,0,80.5,91.5,82.33,0,0
Desk 61,0,62.75,0,0,0,0,0,0,0,0,0,0,84.67,0,0,0,0,0,78.17,0,76.67,54.24,0,0,0,80.83,0,83.44,0,0,0,0,85.96,0,0,80.15,0,0,12,65.83,0,0,0,45.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.17,0,0,0,0,40,0
DEsk 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,85,77.33,0,78.66,85.33,0,69.83,78,0,0,0,0,16.33,0,0,0,0,0,0,0,86,79.34,79.67,75.5,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desk 65,0,78.9,68.91,90.17,33.33,0,0,69.28,72.79,0,66.64,0,78.15,55.82,0,0.5,77.07,62.07,10.17,0,0,74.33,26.17,74.5,0,0,0,21.83,72.82,77.66,0,0,0,43.36,0,0,0,0,0.33,0,0,79.59,70,58.77,0,74.63,73.3,73.14,34.83,1.83,0,0,68.68,47.68,10.33,15.17,77.71,70.05,0,0,0.33,73.92,49.92,59.26,0
DEsk 14,0,0,0,0,0,0,0.33,33.17,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,5.17,0,1.67,0,0,0,1.5
Desk 57,40.34,80.83,0,79.01,0,92.34,0,0,49,0,14.34,81.83,0,84,0,0,79.17,87.17,76.67,21.34,2.83,82.81,7.17,47.17,0,0.5,84,48,17.17,1.34,0,0,9.84,75.34,3.5,0,0,63.5,87.64,0,0,0,0,2.5,0,24.33,27.84,39.5,78.34,24.67,0,0,0,0,0,0,0,6.83,68.67,0,0.67,0,0,66,0
Desk 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33,3.67,0,0,0,62,0,0,0,0,84.67,85.5,89.16,0,0,82.5,81.67,82.67,0,0,60.66,80.67,82,0,0,82.5,83.33,81.5,0,0,81.83,82.17,0,0,0,82,84.33,0,0,0,62,48.17,81.83,0,0,75.33,81.67,81.5,0
Desk 84.2,84.12,82.79,83.11,86.1,81.76,85.9,90.06,86.06,83.88,82.54,45.67,54.34,86,84.16,79.98,0,7.33,38.5,2.33,0,86.44,85.43,73.5,91.58,88.74,46.34,89.71,89.53,79.53,40.52,72.17,44.82,0,0,87.3,90.44,69.43,13.26,64.59,59.84,79,87.21,84.71,88.53,84.19,87.5,85.49,83.82,0,81.14,61,76.94,77.93,0,84.42,61.34,49.38,32.04,66.87,81.17,80.01,77.83,79.33,79.65,80.48
Desk 20,0,71.16,81.99,79.33,0,0,63.58,73.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,80.74,70.33,76.5,0,0,81.83,80.66,0,0,0,0,0,0,0,0,0,0,0,0,0,80.83,79.67,81.67,0,0,80.17,78.5,65.33,0,0,70.17,82.17,0,0,0,83.5,31.67,0,0,0,0,82.5,81.04,0
DEsk 92,54.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.17,61.82,84.17,5.5,8.83,0,42.5,0,30.67,0,45.5,60.34,46.83,42,0,76,0,0,65.17,0,78.99,75.65,55.33,36.84,0,0,0.33,81.67,78.5,0,84.9,66.84,80.67,83.72,12.17,0,22,42.84,89.17,0,83.67,0,7.17,0,0,0,48.84,78.84,81.34,0
desk 149,0,0.5,69.77,0,4.5,0,0.33,0,0,0,0,0,0,0,0.67,0.33,13.67,2.83,0.5,31.33,6.17,0,1,1.17,12.83,0,38.67,1,0.83,0,0,0,0,16.17,0.67,0.33,0,0,7.67,0.33,16.83,0,7,12.17,31,0.5,0.33,0,0,0.33,26.67,2.17,9.67,0.33,14.33,11,0,4.83,4,0.33,0.33,1,22.83,6.5,12.67
desk 133,0,0,78.34,0,0,0,0,77.17,0,0,0,0,78.84,0,0,0,0,78.67,0,0,0,0,66.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.67,0,0,0,0,0,0,62.67,0,0,31.33,0,55.5,0,0,0,0,76.5,0,0,67,0,80,83.34,0,81.5,73.5,68.34
2.krs Desk 6,0,44.58,78.34,0,0,0,0,0,0,0,0,0,0,0,80.48,0,0,0,0,54,0,0,59,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,74.34,0,0,0,0,0,0,0,77.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 120,0,34.34,36.88,12.83,0,53.33,0,51,25.17,0,0,8,0,26,0,14,21.5,61.83,65.33,0,71,33.67,84.84,52.6,0,91.61,71,83,53.83,0,85.5,48.83,78.17,65,0,0,0,38.49,0,0,66.18,32.83,79.17,0,0,62,60,64,85.67,0,0,0,0,72.83,35.5,48.33,0,0,0,0,0,0,55.17,0,15.83
desk 129,0.33,0,0,0,0,0,75.17,0,68.67,0,0,0,0,80.51,0,0,81.51,81.34,78.51,0,0,51,55.5,0,45.83,0,77,73.34,0,35.83,0,0.67,0,0,0,0,0,82,60.17,0,0,71.5,74,67.34,0,0,82.84,67.34,77.51,0,0,34.67,68.67,0,0,0,0,70.34,0,0,0,0,73.84,74.01,0
DEsk 44,81.67,86.17,81.67,0,0,45.33,58.5,0,52.83,34.5,84.83,81.83,82.17,63.83,75.17,80.5,79.83,82.5,1.33,0,59,59.5,57.17,11.89,0,82,59.17,81,0,0,60,58.83,0,84,0,85.17,0,84,84.17,61.17,77.5,81.33,0,75.5,0,0,50.23,80.5,77.5,0,82.83,79.33,0,76.33,0,82.17,0,81.33,0,61.17,86,83.16,0,0,0
Desk 58,42.83,63.83,9.83,15.67,10,0,0,43.17,43.33,35.17,0,16.17,77.33,45.74,0,83.28,75.67,68.83,75.83,65.83,55.17,43.33,0,75.17,80.17,60.83,74.67,69.5,72.5,0,0,0,80.5,34.67,76,94.66,58.83,46.16,64.33,68.5,78.83,0,0,77,66.17,87.83,81.33,76.67,82.83,50.83,78.5,0,0,0,0,0,0,0,79.33,79.83,83,0,79,74,78.67
Desk 69,0,0,18.83,0,0,0,0,0,85.43,50.5,65.9,45.99,61.31,62.17,0,78.5,0,0,60.19,54.84,77.33,0,40.67,52.67,79.34,80.01,57.17,0,74.5,49.84,70.17,11.17,58.33,71.84,0,43.84,79.17,0,79.84,0,59.34,79.17,1.33,87.01,74.67,0,82.7,79.67,1.33,0,0,83.81,59.84,82.84,0,54.17,0,80,79.4,44.67,0,0,80,45,60.17
DEsk 13,0,0,0,0,0,0,65.05,46.84,34.67,0,0,0,0,0,0,0,0,11.83,4,0,0,47.67,0,73.08,0,0,0,0,0,0,0,0,17.17,0,0,0,6.17,0,3.83,51.09,0,9.67,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,84.51,0,0,0,0,0,0,0
Desk 54,45.17,75,37.5,30,80.17,79.17,41.67,0,0,77.34,28,0,0,51,0,67,48,65.02,10.84,46.67,0,35.84,41.5,0,0,20.34,54.29,89.7,91.01,0,0,41.5,82.34,75,0,76.34,74.34,90.21,22.5,64.17,41.67,40,59.34,74.17,0,70,39.17,80.34,83.5,53,0,85.34,0,70.84,0,87.17,40,0,79.34,0,0,0,76.67,55.34,0
Desk 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.17,0,0,0,0,0,52.84,58.67,0,64.33,57.83,0,0.5,0,0,0,0,72.83,65.33,0,0,57.17,80.33,0,0,65.17,0,39.33,0,0,64.83,0,62.83,0,0,0,0,33.17,0,0,0,0,4,0,0,0,0,78,0,64.17
Desk 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.33,79.5,0,79.17,0,18.67,52.84,0,79.67,0,0.33,13.67,13.33,10.5,0,1.17,61.5,0,79.84,0,3.33,60,0,82.17,0,0,49,0,80.5,0,0,79.67,0,79.84,0,0,59.34,0,56.84,0,0,74.5,56,56.34,0,0,78.17,0,80.17,0
Desk 86,0,84.78,0,16.67,36.33,0,79.67,54.5,51.83,0,0,60.89,0,19.83,0,12.33,54.83,25,28.83,0.33,60.67,54.24,23.17,16.17,0,0.83,63.67,84.34,80,0,49.83,0,0,14.17,0,0,65.83,44.67,35.84,0,0,12.5,0,66.84,0,14.5,59.67,71.17,82.34,0,71.17,40.34,7,48.83,0,71,38.84,11,53.67,0,49.17,50,0,76,0
desk 152,0,0,0,31.34,49.17,0,22.17,0,43,0,25.17,0,0,45.17,17.83,42.34,0,5.33,16.67,37.83,44.84,0.33,24.5,41.5,0,9.83,0,21,42,0,0,0,25.84,0,17.33,29.5,9.17,43.67,0,0,49.34,33.5,0,46,37.67,4.83,43.17,0,8.17,0,28.17,0,39.17,0,29.5,14.67,12.67,0,0,19.33,0,0,0,0,37.34
2.krs Desk 5,0,48,0,72.84,0,41.5,21,3.5,68.5,0,65,48.67,73.67,70.67,5.17,71.84,0,0,0,0,25.67,0,72.34,61.34,0,68.84,0,80.84,0,0,53,35.83,40.59,0,0,0,59.17,0,23,19.17,37.33,13.5,0,0,0,35.34,0,69.5,74.67,0,0,28.67,81.17,36.83,0,0,73.84,0,74.34,58.34,0.33,66.67,62.34,0,0.33
desk 118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.33,12.17,0,0,19.01,0,32,0,84.81,60.67,0,38,0,0,0,26.5,55.84,0,0,43.03,65.84,0,0,55.49,40.84,39.67,22.5,0,13.83,32.67,33,26.75,0,0,21.17,56.67,0,14.5,0,0,25.67,16.65,0,0,18.67,80.67,0,0
desk 127,0,79.34,87.56,0,0,0,81.17,91.34,0,0,0,87.51,78.01,0,0,0,79.17,0,88.03,0,0,84.99,87,0,0,0,76.84,75.01,0,0,0,0,0,0,0,0,55,76,61.67,0,0,76.34,0,79.67,0,86.36,77.67,0,77.67,0,0,0,0,0,0,0,72.17,78.67,80.17,0,77.51,81.34,0,74.84,0
Desk 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,77.67,0,0,0,0,0,0,0,59.7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33,0,0,0,0,0,0,0
Desk 61.4,0,0,0,0,0,54.48,35.5,0.33,0,0,0,0,14.97,0,34.99,0,66.5,0,33.5,0,53.34,0.5,0,39.17,0,60.67,0,74.05,0,0,0,0,0,0,0,0,0,0,0,0,65.84,0.33,0,21.84,0,0,36.5,58.17,0,27.84,0,61.17,28.67,0,0,0,2.5,0,59.34,0,0,0,12.33,0,38.17
DEsk 40,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,0,0,0,42.83,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,4.17,0,79.17,75.83,0,0,76.33,78.34,86,0,75.67,47.83,75,95.34,0,0,0,78.33,80.33,0,0,0,0,43.5,0
Desk 64,80.17,81.5,28.83,81,0,87.02,59.67,0,54.46,0,0,0,39.83,81.84,0,69.67,0,75.34,21.5,61.5,0,69.17,38.67,33.34,75.84,0,80.17,55.5,79.51,0,73.84,64.17,59.51,81.17,72.17,76.33,0,86.17,88,0,78.84,81.5,83.17,78.34,0,81.67,79.67,77.34,49.67,82.51,0,81,54.84,0,0,56.5,58.17,92.5,89.17,71.17,0,84.34,58.17,82.17,0
Desk 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.84,82.17,79.17,0,0,0,74.17,73.17,76,0,0,0,79.83,75.5,0,0,36.83,75.83,78.17,0,0,83,82,80.5,0,0,82.17,60.83,76.33,0,0,77.17,84.33,75.33,0,0,78,83,0,0,0,58.67,27.33,80.34,0,0,73.83,75.67,76,0
Desk 56,71.17,80.33,0,84.5,0,85.6,23.17,9.67,5.5,0,83.21,77,75.67,81,79,0,0,0.83,74.5,0,0,77.5,0,73.84,0,0,80,81.67,78.51,0,71.34,0,78.5,80.01,0,0,77.51,44.5,59.67,0,0,72.67,14,81.17,0,0,80.84,0,76.34,0,0,85.5,0,24,0,0,41.34,74.84,0,68.51,0,0,81.33,74.17,0
Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 78,0,60.5,0,20.5,0,0,0,0,0,0,0,0,0,0,0,7.83,56.5,0,1.83,10.33,0,33.83,27.83,35.33,8.83,31.34,77.5,0,14.5,0,22.5,0,0,0,0,30.67,23.17,0,73.5,0,0,60.5,0,87.67,0,78.67,0,0,73,0,42.33,63.34,0,65.84,0,73.17,44.5,75,45.83,0,73.34,75.67,0,62.67,0
Desk 87,7.17,74.17,17.16,42.17,54.84,24.5,71.84,28.83,17.17,14.17,22.84,9.17,19.17,29,6.67,21,15.17,39.84,20.5,19.5,44.5,29.84,40,12.33,0.67,37.67,77.67,14,73.84,0,32.5,2.83,9.67,0.33,0,35.83,42.34,40.34,70,0,6.5,7.17,28.84,46.5,0,2.33,0.67,50.17,1.17,0,1.83,32.33,20.17,5.83,0,73.84,28,29,0,0,8,12,0,20.17,6.83
2.krs Desk 2,82.33,79.33,0,56.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.67,0,30.67,47.5,0,0,0,35.67,30.83,0.5
desk 117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.33,57.83,0,26.48,0,75,0,62.83,35.5,0,0,0,80.5,0,0,70.67,9.17,39.89,50,0,78.24,55.75,0,0,0,0,31.83,0,0,49.17,37.5,20.3,0,0,0,31.17,54,80.5,0,61.83
desk 128,48.17,78.5,81.75,0,83.01,1,27.33,24.51,59.84,35.66,38.83,62.13,71.12,20.11,24.5,35.33,0,57.96,0,47.17,74.58,77.74,81.23,78.88,76.88,0,77.01,58.17,0,0,56.84,19.77,27.34,0,0,79.71,75.87,78.69,64,81.18,70.51,5,77.63,78.28,0,0,76.07,55.67,0,67.17,0,55.33,0,0,0,0,77.94,0,0,0,62.38,0,0,43.85,0
